deployment_id,range,dist_cov
Day 5:103:D1D34T103,163.69,2.5831231513522
Day 5:103:D1D34T103,334.54,2.5831231513522
Day 5:103:D1D34T103,133.89,2.5831231513522
Day 5:103:D1D34T103,342.07,2.5831231513522
Day 5:103:D1D34T103,188.26,2.5831231513522
Day 5:103:D1D34T103,331.17,2.5831231513522
Day 5:103:D1D34T103,94.94,2.5831231513522
Day 5:103:D1D34T103,103.1,2.5831231513522
Day 5:103:D1D34T103,123.4,2.5831231513522
Day 5:103:D1D34T103,276.21,2.5831231513522
Day 5:103:D1D34T103,117,2.5831231513522
Day 5:103:D1D34T103,90.94,2.5831231513522
Day 5:103:D1D34T103,122.18,2.5831231513522
Day 5:103:D1D34T103,89.88,2.5831231513522
Day 5:103:D1D34T103,89.54,2.5831231513522
Day 5:103:D1D34T103,174.32,2.5831231513522
Day 5:103:D1D34T103,87.93,2.5831231513522
Day 5:103:D1D34T103,219.93,2.5831231513522
Day 5:103:D1D34T103,89.44,2.5831231513522
Day 5:103:D1D34T103,298.22,2.5831231513522
Day 5:103:D1D34T103,87.23,2.5831231513522
Day 5:103:D1D34T103,85.14,2.5831231513522
Day 5:103:D1D34T103,186.41,2.5831231513522
Day 5:103:D1D34T103,174.29,2.5831231513522
Day 5:103:D1D34T103,81.58,2.5831231513522
Day 5:103:D1D34T103,85.24,2.5831231513522
Day 5:103:D1D34T103,157.43,2.5831231513522
Day 5:103:D1D34T103,306.68,2.5831231513522
Day 5:103:D1D34T103,133.95,2.5831231513522
Day 5:103:D1D34T103,117.32,2.5831231513522
Day 5:103:D1D34T103,265.43,2.5831231513522
Day 5:103:D1D34T103,214.57,2.5831231513522
Day 5:103:D1D34T103,109.15,2.5831231513522
Day 5:103:D1D34T103,107.49,2.5831231513522
Day 5:103:D1D34T103,102.85,2.5831231513522
Day 5:103:D1D34T103,165.49,2.5831231513522
Day 5:103:D1D34T103,103.05,2.5831231513522
Day 5:103:D1D34T103,101.76,2.5831231513522
Day 5:103:D1D34T103,186.62,2.5831231513522
Day 5:103:D1D34T103,255.09,2.5831231513522
Day 5:103:D1D34T103,102.22,2.5831231513522
Day 5:103:D1D34T103,152.54,2.5831231513522
Day 5:103:D1D34T103,155.35,2.5831231513522
Day 5:103:D1D34T103,102.39,2.5831231513522
Day 5:103:D1D34T103,158.16,2.5831231513522
Day 5:103:D1D34T103,82.16,2.5831231513522
Day 5:103:D1D34T103,248.4,2.5831231513522
Day 5:103:D1D34T103,142.84,2.5831231513522
Day 5:103:D1D34T103,271.82,2.5831231513522
Day 5:103:D1D34T103,340.4,2.5831231513522
Day 5:103:D1D34T103,102.92,2.5831231513522
Day 5:103:D1D34T103,87.15,2.5831231513522
Day 5:103:D1D34T103,90.51,2.5831231513522
