FRAME_NUMBER,SPECIES_GROUP,LENGTH,RANGE,HX,HY,HZ
2355,other_fish,,362.68,14.42953089,360.6551221,35.47418201
2355,other_fish,,480.58,178.8355713,427.2465338,128.2100544
2355,jellyfish,,77.93,24.78552303,70.88191719,-20.84924349
2355,other_fish,,338.36,-10.37577139,320.6101988,-107.6576076
2356,other_fish,,385.14,36.39156211,382.7868194,21.89425341
2356,other_fish,,337.25,106.3470905,308.6887282,-84.47900088
2356,other_fish,,386.64,-69.46793837,370.8595144,84.44512319
2357,jellyfish,,85.57,-2.748709385,84.01933087,-15.97661033
2357,other_fish,,338.93,-28.80587568,332.3369622,59.95087567
2357,other_fish,,334.36,48.61396141,322.8580072,72.0985071
2357,other_fish,,291.76,83.13719209,279.139227,17.14487347
2358,jellyfish,,97.68,-15.08201813,96.14811944,-8.296743757
2359,jellyfish,,118.3,-27.72386375,113.0787184,-20.96687451
2360,other_fish,,416.11,141.0497943,372.8241438,119.3795703
2360,other_fish,,360.48,105.6867563,327.3412843,107.8060656
2360,other_fish,,338.97,38.13430292,322.0243982,98.74069716
2360,other_fish,,356.09,-35.63440548,347.6436165,68.36554295
2360,other_fish,,373.36,-34.78314053,371.6327861,8.875461802
2361,other_fish,,412.79,-34.38226582,411.0776253,-15.17229156
2361,other_fish,,357.64,-72.87769194,343.7431109,66.60529068
2362,other_fish,,297.21,-117.4342062,263.9131623,69.94248651
2363,other_fish,,158.67,-49.55929272,145.38062,-39.82406644
2363,other_fish,,343.94,133.1841781,317.051681,6.170227586
2364,other_fish,,339.37,102.2197608,318.7420955,55.94338545
2364,other_fish,,337.24,33.96727762,321.8183709,94.90424853
2364,other_fish,,371.76,29.42405206,367.3606939,-48.80857132
2364,other_fish,,334.84,121.7658775,311.9078774,2.039161863
2365,other_fish,,336.1,-12.39325504,328.8692615,68.22769988
2365,other_fish,,424.58,-65.13204212,408.6516993,95.03558466
2365,other_fish,,369.84,103.7170992,352.3828319,42.99197156
2366,other_fish,,364.97,68.74630366,357.9366201,18.84580635
2367,other_fish,,657.01,144.1200123,630.6352622,114.8627174
2368,other_fish,,372.65,49.53117613,368.0413501,30.97132596
2368,other_fish,,289.55,-113.5888045,258.8512921,62.70051644
2368,other_fish,,438.36,67.80255509,433.0524915,5.346623881
2368,other_fish,,279.06,118.1461241,245.2702259,61.30843602
2369,other_fish,,417.69,-14.3239911,406.4815784,95.02249669
2369,other_fish,,282.69,83.76432892,257.1682553,82.21966771
2370,other_fish,,606.17,145.0231608,553.2548808,200.7875586
2371,other_fish,,427.68,52.83715515,408.635296,114.6082047
2372,other_fish,,434.97,116.7691548,418.8934809,-9.399664542
2372,other_fish,,359.6,53.78721351,337.051976,113.212491
2372,other_fish,,260.72,54.31798588,239.8879185,86.4730599
2373,other_fish,,206.08,-43.85901891,192.7746624,-58.16327319
2373,other_fish,,386.53,82.71027126,376.8409265,-23.57691801
2375,other_fish,,330.03,10.68284868,313.4636058,102.6902455
2376,Adult_pollock,,174.56,16.55980284,164.3504078,56.44498898
2377,Adult_pollock,,111.99,-38.51833637,104.4717283,-11.9853368
2377,other_fish,,352.91,35.13361346,351.1007371,6.264822152
2377,other_fish,,293.37,45.20914505,286.110111,46.48483852
2378,Adult_pollock,,206.33,-57.76375002,197.261136,-17.95355681
2379,other_fish,,303.67,11.42009315,303.3216276,-9.024924447
2380,other_fish,,226.94,51.68712829,214.146892,-54.49435987
2380,other_fish,,388.47,-50.33930377,382.7488108,43.35308799
2380,other_fish,,290.78,127.5949793,259.0941499,33.84501052
2380,other_fish,,380.4,91.24057429,367.0809493,40.42769078
2381,other_fish,,404.07,96.61944727,388.5788601,54.23130206
2383,other_fish,,219.75,98.46632059,195.9510325,-14.00902794
2383,other_fish,,426.18,-87.4292699,417.0611591,6.95932321
2384,other_fish,,379.76,9.682366343,378.6831467,-26.90125115
2386,other_fish,,273.99,113.1449981,240.535816,66.43577433
2386,other_fish,,375.05,-35.05107897,353.0913567,121.4982061
2387,other_fish,,336.01,4.926911106,330.1194338,62.45074793
2387,other_fish,,308.32,28.41214258,306.9069973,7.962837358
2387,other_fish,,420.4,82.17080914,411.7959224,-20.11154911
2387,other_fish,,435.5,153.1771696,405.8247883,-38.76797654
2387,other_fish,,334.56,24.29786389,328.7554496,-57.08148555
2388,other_fish,,526.72,39.22371077,522.5056516,-53.71642577
2388,other_fish,,362.51,-66.19038411,351.2372037,60.53377864
2388,other_fish,,358.55,-10.9822317,348.5801502,83.24486169
2388,other_fish,,375.94,-9.866318057,354.9515218,123.4497135
2388,other_fish,,361.32,24.27268831,359.0280895,32.63387893
2388,other_fish,,356.73,101.9615457,340.8868298,25.64251765
2388,other_fish,,377.72,130.3849055,342.3362434,92.0753125
2389,other_fish,,358.91,-13.51980719,346.832035,91.34046862
2389,other_fish,,396.99,-2.948143144,395.3270197,36.13579184
2389,other_fish,,372.44,94.8295845,351.6508569,77.83050391
2389,other_fish,,288.47,118.0527576,253.0258607,-72.4917908
2390,other_fish,,357.64,-97.32126234,325.3126723,112.2918925
2390,other_fish,,399.21,-25.66355517,398.0232116,16.93110816
2390,other_fish,,327.79,-65.1562122,321.1981676,5.638245546
2391,other_fish,,375.93,8.416009395,375.5481787,14.62388634
2391,other_fish,,403.38,-26.66806649,400.8977306,35.87234421
2391,other_fish,,300.93,-53.37975117,291.0520858,54.73884834
2391,other_fish,,351.98,-71.32950509,344.4388021,12.87546656
2391,other_fish,,349.93,-138.1340397,321.3275862,-10.94719382
2392,other_fish,,340.72,31.87872343,321.0193237,109.6247491
2392,other_fish,,351.45,-123.6799376,326.5684172,39.69397942
2392,other_fish,,342.7,-39.80929579,326.6360449,95.73532363
2392,other_fish,,537.67,-145.0768809,508.2057611,98.84558456
2393,other_fish,,381.65,-19.70733228,364.4383659,-111.5988126
2393,other_fish,,380.35,-104.4298224,360.1065331,63.93014739
2393,other_fish,,376.83,4.59347663,363.7489991,98.30749073
2393,other_fish,,457.01,84.29975226,438.6265749,-96.72149418
2393,other_fish,,302.38,102.2616625,284.4636857,7.359060126
2393,other_fish,,444.18,104.7018531,427.4048805,60.44861784
2394,other_fish,,371.51,76.34372254,357.536149,-66.04735627
2394,other_fish,,374.89,31.43415826,363.0312806,88.092754
2394,other_fish,,283.97,61.05727427,261.1018278,93.46417069
2395,other_fish,,462.59,63.58377388,456.4600211,39.85630478
2395,other_fish,,321.49,-52.66127339,315.6521485,30.80874845
2395,other_fish,,313.69,-50.7743469,296.6916431,88.30108536
2396,other_fish,,351.65,-26.73009693,343.0683014,-72.46249874
2396,other_fish,,424.07,-59.8766197,418.984737,-26.55086365
2396,other_fish,,416.78,-33.81403611,415.1948793,13.24458305
2396,other_fish,,344.13,-74.79321563,327.0130483,76.75747294
2396,other_fish,,286.39,116.3447732,254.4985843,60.93960203
2396,other_fish,,325.18,86.31517379,297.0782195,-100.1818553
2396,other_fish,,344.86,128.7426066,315.9984393,-49.97555005
2397,herring,24.63,307.71,94.90103079,277.4509138,-46.46942349
2397,other_fish,,378.53,-47.43891271,375.2982596,-13.73101435
2397,Adult_pollock,,330.9,-48.14275502,325.0432737,39.06387699
2398,other_fish,,434.52,62.73832107,429.6882498,15.35655628
2398,other_fish,,393.08,139.8731532,360.0475586,72.87144506
2398,other_fish,,314.12,110.5405818,285.2067254,-71.48881185
2399,other_fish,,373.23,-15.90801907,360.1787111,96.53301472
2399,other_fish,,409.75,119.2188169,373.0674885,120.4355356
2399,other_fish,,451.69,171.285499,406.8040447,95.90690476
2399,other_fish,,321.36,-42.69050029,318.1305085,15.50321797
2399,other_fish,,345.85,80.27994541,334.9475645,-31.22099168
2400,other_fish,,373.28,-25.93332677,372.1965744,11.73783631
2400,other_fish,,313.9,-9.74512073,297.9169599,98.41898832
2401,other_fish,,323.34,-19.50794509,310.5621907,87.8625365
2401,other_fish,,411.34,-48.10677333,386.6554928,131.8444805
2401,other_fish,,337.6,12.14186428,320.1906235,106.3101949
2401,other_fish,,219.29,67.62645171,208.6033276,0.288326492
2401,other_fish,,255.42,89.73826698,225.5108752,-79.56867305
2401,other_fish,,291.09,130.1103258,260.0760715,-12.89418111
2401,other_fish,,431.54,-22.66113607,430.8621101,-8.324708859
2402,Adult_pollock,,215.69,-23.37137918,201.8401507,-72.35194841
2402,Adult_pollock,,345.1,-17.91363823,340.0932851,55.79313958
2402,other_fish,,259.94,69.94468264,249.4538816,21.24004963
2402,other_fish,,344.07,-1.73505312,344.0270377,4.99325007
2402,other_fish,,408.36,-110.4632664,372.1467379,126.7355808
2404,other_fish,,225.7,-17.17653073,224.830023,-9.852839
2404,other_fish,,383.79,-76.04954592,373.9225149,41.19324697
2404,other_fish,,556.99,-85.40084346,534.793218,130.1447722
2404,other_fish,,391.46,106.4735618,376.7012827,0.036691388
2405,other_fish,,424.81,33.96852046,402.1039966,132.7442189
2405,other_fish,,425.18,123.1497085,390.2314556,115.4658574
2405,other_fish,,522.09,159.8083731,496.7330152,-17.32486719
2406,other_fish,,265.73,-44.39012975,255.9074413,-56.13502142
2406,other_fish,,232.1,99.16862917,206.0814744,39.54985397
2406,other_fish,,434.27,-149.6578229,401.8188036,68.8248269
2407,other_fish,,377.85,113.6872307,357.4955387,-45.16286622
2407,other_fish,,365.14,-80.2773015,339.8333525,106.7442839
2407,other_fish,,362.26,18.44345605,341.7876361,118.6464335
2407,other_fish,,239.38,-44.19568413,227.3510773,-60.5097267
2408,other_fish,,365.59,-60.10166971,346.3419648,100.4540284
2408,other_fish,,416.31,-98.73317359,392.4275253,97.80930885
2408,other_fish,,332.81,-63.041105,323.8644264,43.60922093
2408,other_fish,,447.61,95.58634808,435.2962746,41.6360742
2408,other_fish,,563.87,165.2394354,538.9855865,11.88904729
2408,other_fish,,328.11,108.491972,306.8132565,-41.82107896
2409,other_fish,,479.28,-26.44968356,468.5178143,97.44859494
2409,other_fish,,473.99,-65.13770793,446.5582845,144.9614286
2409,other_fish,,564.89,43.11367796,536.7279012,170.7621531
2409,other_fish,,336.22,74.12179414,311.5724463,102.333432
2409,other_fish,,330.12,-68.67593286,311.9352593,83.43290918
2409,other_fish,,289.75,-68.90129073,267.1718617,88.47490229
2409,other_fish,,358.92,118.8073459,338.6663898,3.469081682
2409,other_fish,,310.45,86.25238215,297.1867612,-24.89357247
2409,other_fish,,289.96,-4.17672187,275.0102782,-91.8122128
2410,other_fish,,461,78.91114009,452.2736433,41.79454269
2410,other_fish,,433.84,9.16581583,423.3415764,94.43899002
2410,other_fish,,449.04,-19.76062433,436.0869458,105.237123
2410,other_fish,,386.16,105.5533969,350.9030413,121.8543366
2410,other_fish,,502.3,176.932371,449.7123611,136.9590449
2410,other_fish,,352.5,112.957879,329.0750039,-56.62094936
2410,other_fish,,371.74,-19.02306107,361.1057646,-86.22520871
2411,other_fish,,314.54,77.82223242,289.0490205,96.57725453
2411,other_fish,,440.19,135.0719592,400.9032761,121.6372751
2411,other_fish,,449.84,2.900649638,439.2760878,96.88530526
2411,other_fish,,363.84,4.934697508,359.7292683,54.28776971
2411,other_fish,,474.14,-76.61597542,448.0059615,135.0088003
2411,other_fish,,377.25,-14.0601097,372.6041602,-57.33501473
2412,other_fish,,324.92,121.538297,299.2274174,-35.51342513
2412,other_fish,,392.25,10.75117954,389.6289722,-44.00690087
2412,other_fish,,341.89,109.5382566,309.0467057,96.86023156
2412,other_fish,,768.98,224.8985851,696.1526391,236.9138801
2412,other_fish,,412.57,113.5727401,379.5467218,115.1559756
2412,other_fish,,298.13,47.60031566,277.5977654,-97.73774728
2413,other_fish,,398.25,121.0751685,366.1483898,99.39448319
2413,other_fish,,390.6,130.0654601,347.8170146,121.1485696
2413,other_fish,,410.38,-32.95425629,390.9903516,120.2305609
2413,other_fish,,270.68,-48.60193636,252.3536375,84.98131916
2413,other_fish,,422.9,-92.39037485,401.8777911,93.81688567
2413,other_fish,,333.68,66.36618422,326.6938593,-14.52361567
2413,other_fish,,250.59,98.20951867,218.3297101,-74.05617135
2413,other_fish,,376.92,153.8016201,339.8950041,-53.70177794
2413,other_fish,,399.57,17.35884817,384.6652246,-106.7175171
2413,other_fish,,376.45,-19.31328454,356.3912923,-119.704066
2414,other_fish,,502.91,-69.63049586,483.1928451,120.8162308
2414,other_fish,,445.46,-47.62324756,418.414077,145.2321711
2415,other_fish,,437.35,-162.0047324,399.192905,75.3329037
2415,other_fish,,241.75,-44.57555917,225.2315053,75.68490396
2416,other_fish,,373.15,-105.7452012,345.7472593,92.30186413
2416,other_fish,,359.13,-106.8251838,338.2986502,55.81024655
2416,other_fish,,366.33,-113.3546618,346.8073395,32.77134494
2416,other_fish,,329.55,-111.5429225,301.0637837,-74.2960973
2416,other_fish,,449.05,147.9757267,403.5489523,129.9881833
2416,other_fish,,529.77,157.6708854,493.2265047,111.9302208
2416,other_fish,,341.63,74.7244039,322.9275834,82.72993595
2416,other_fish,,369.76,51.00003891,363.4731025,-44.84197725
2416,other_fish,,422.04,43.63661152,419.6543317,10.37584355
2416,other_fish,,409.24,65.26650048,403.9185069,8.01695872
2416,other_fish,,585.84,129.3030952,569.4535987,-47.01412456
2416,other_fish,,510.42,192.1496461,469.9791691,52.25124894
2417,other_fish,,339.65,68.28620908,329.2081051,48.16364891
2417,other_fish,,368.99,9.241243529,368.3344668,19.8796157
2417,other_fish,,411.05,28.94842057,408.9355002,29.88390423
2417,other_fish,,399.92,19.78611896,394.4685245,62.73165699
2417,other_fish,,234.44,-82.09340271,219.530953,-5.306427191
2417,other_fish,,402.53,-157.2017055,370.3909422,11.50827557
2417,other_fish,,405.8,-120.6297512,384.5247626,47.54600728
2417,other_fish,,390.17,64.88181811,378.6350845,-68.23120019
2417,other_fish,,330.7,68.61580475,307.4884565,100.5155136
2418,other_fish,,308.13,114.6973406,285.8824608,-7.836036412
2419,other_fish,,392.63,94.34079665,375.3623067,-66.03180092
2419,other_fish,,432.15,-64.76250756,422.9619159,-60.50770676
2419,other_fish,,306.19,-114.9245629,281.3355977,37.37840408
2420,other_fish,,371.1,32.18585424,369.5398845,-10.92965322
2420,other_fish,,376.01,-71.31279563,354.3786284,103.5134485
2420,other_fish,,333.35,120.5649487,292.9292081,103.8283385
2420,other_fish,,341.4,123.7295004,317.3743776,22.74785934
2420,other_fish,,614.65,46.64233649,593.3517685,153.4587159
2420,other_fish,,375.66,42.74583166,362.9818366,86.82569294
2420,other_fish,,354.99,-108.8083399,332.2545488,61.54141249
2421,other_fish,,334.46,10.42947496,334.2031277,7.797771939
2421,other_fish,,502.85,-46.90680038,491.5933726,94.85035619
2421,other_fish,,476.07,28.05828137,455.6033424,135.1930183
2421,other_fish,,353.73,92.14405759,330.1164206,87.51408419
2421,other_fish,,232.2,72.22397395,210.1644538,67.32219855
2421,other_fish,,347.53,-71.35992244,324.3211226,102.47831
2421,other_fish,,338.36,-137.3450564,309.2277997,-2.16834372
2242,other_fish,,430.1,-18.23574381,426.9564225,48.63478161
2238,other_fish,,339.39,-107.6152609,310.2385747,85.75193689
2241,other_fish,,416.76,137.331328,392.9606612,20.25920572
2249,other_fish,,426.14,6.294069942,421.6515889,-61.36685033
2249,other_fish,,449.94,-75.29455827,442.2379889,-34.71640449
2249,other_fish,,477.38,-129.0189691,458.3102406,34.66332488
2249,other_fish,,306.15,-87.8455982,280.2970294,86.29860726
2249,other_fish,,398.67,25.05080126,392.5881983,64.68685003
2249,jellyfish,,38.94,16.70023222,34.78985872,-5.23174094
2251,other_fish,,432.58,-48.3641829,428.6381256,32.43762066
2252,other_fish,,453.66,87.50322362,429.8897115,115.5057084
2253,other_fish,,336.59,-41.13691116,320.5226247,94.14958429
2253,other_fish,,440.77,-27.26946451,416.3984924,141.9445009
2253,other_fish,,429.87,-36.07906079,423.1576491,66.50248892
2254,other_fish,,445.41,-73.95121311,419.7311081,129.4040886
2254,other_fish,,530.77,-73.34815924,507.3748836,137.517931
2254,other_fish,,345.38,-123.44474,320.752579,-34.12228789
2254,other_fish,,292.53,-117.4552816,263.1735344,50.17960943
2257,other_fish,,483.36,-51.98211211,476.2638675,64.09423846
2257,other_fish,,463.33,-12.80517943,462.7001672,20.58454149
2258,other_fish,,397.09,-67.20648968,384.7998743,71.38747977
2258,other_fish,,467.34,45.11481069,461.1813916,60.71013389
2258,other_fish,,356.56,-100.9511747,341.9047967,-6.589606664
2259,other_fish,,508.69,-72.58133375,503.2774978,14.43939451
2259,other_fish,,476.53,-119.6801224,458.5366576,-49.98006078
2259,other_fish,,516.2,-163.9339359,484.4025125,-70.33756678
2259,other_fish,,407.41,-114.6926641,372.0388372,-120.0603821
2259,other_fish,,423.19,6.799655028,420.2822922,-49.05543531
2260,other_fish,,533.33,25.96102221,531.4083836,36.99233415
2260,other_fish,,423.53,146.8015313,395.6736013,-35.57341059
2260,other_fish,,559.52,-29.22587974,558.7590022,0.39202361
2261,other_fish,,584.97,108.6689572,574.1719565,-26.60247723
2267,other_fish,,410.01,115.3243053,388.3785227,63.03004367
2273,other_fish,,412.11,-103.131456,396.5367839,44.19490363
2273,other_fish,,383.5,17.30601107,361.7489399,-126.1280918
2278,other_fish,,409.62,172.1090199,369.0866187,44.06153581
2278,other_fish,,394.08,82.83967866,379.2476319,67.86850977
2279,other_fish,,359.98,123.4535903,336.2596948,35.66914718
2282,other_fish,,350.01,93.6697761,319.7429297,107.2339137
2283,other_fish,,516.85,70.50957936,500.441595,108.2811207
2283,other_fish,,311.13,35.41916482,300.3837864,72.90780068
2283,other_fish,,273,104.8021094,243.8916804,-63.75358491
2283,other_fish,,334.51,-93.66046703,318.3752437,-41.97419745
2284,other_fish,,393.69,-92.30385227,380.6951918,-39.31991549
2287,other_fish,,341.93,-17.8603568,339.1775948,-39.45471281
2289,Adult_pollock,,156.81,6.671653498,147.7444639,-52.11323478
2289,other_fish,,390.43,-42.90364081,384.1285492,-55.12509864
2292,other_fish,,500.17,114.1310959,478.1648916,92.20409164
2292,other_fish,,640,46.05012984,610.0494468,187.9398359
2293,other_fish,,352.18,60.90300597,341.9167159,-58.45352432
2293,other_fish,,231.8,-58.12289138,210.9272993,-76.56045475
2297,other_fish,,407.53,112.4920465,390.994527,-23.44552275
2298,other_fish,,410.11,139.3149124,384.7375905,-27.60854362
2299,other_fish,,459.4,3.376696245,455.7529018,57.64310579
2303,other_fish,,406.49,170.3669177,366.2110071,45.77740664
2303,other_fish,,471.68,38.94562798,455.9424577,114.3577628
2304,Adult_pollock,,191.41,84.35790178,167.6757603,37.51026964
2311,other_fish,,541.65,92.56777408,531.3442597,-49.88662134
2312,other_fish,,398.84,-70.27328063,385.6783671,-73.42033164
2312,other_fish,,438.27,35.54583658,428.7062357,-83.83682783
2314,other_fish,,755.27,-151.9236316,734.9889394,-84.52426243
2315,other_fish,,264.61,119.0437722,236.2906224,-3.579761916
2326,other_fish,,235.8,-65.08505626,213.0363875,-77.33719946
2332,other_fish,,429.22,144.9551598,401.6431442,43.61028293
2332,other_fish,,462.73,122.4135728,438.7692781,81.36003433
2332,other_fish,,405.42,30.84409345,383.7968914,126.9447961
2336,other_fish,,417.45,126.1883451,396.9613749,27.64318004
2339,other_fish,,330.37,34.33306933,326.5294508,-36.62532844
2339,other_fish,,318.31,-24.47048411,314.4757361,-42.72546016
2342,other_fish,,280.6,-60.66959153,269.8652122,-47.20999273
2342,other_fish,,332.33,91.80228591,304.1800108,-97.41070157
2343,other_fish,,312.16,-102.5494334,293.2206551,-30.79206748
2344,other_fish,,472.63,-142.7620401,446.9693059,-56.70872579
2344,other_fish,,359.01,-42.42192623,351.915765,-56.92878355
2344,other_fish,,460.37,4.576643095,460.1962683,11.87504235
2345,other_fish,,372.2,89.72054722,361.0981374,-9.478965831
2345,other_fish,,405.07,-99.86774108,391.5940375,-27.67116433
2352,other_fish,,435.88,62.60710976,429.7313957,-37.41356607
2354,other_fish,,395.65,46.12829433,391.9140427,28.55871663
2356,other_fish,,351.46,7.06515249,351.3553552,4.896169996
2358,other_fish,,339.03,145.8907723,305.4367953,19.0685416
2358,other_fish,,418.36,149.7373935,390.4432134,12.58117276
2359,other_fish,,365.74,5.350685675,355.7531121,84.73160934
2359,other_fish,,376.32,152.9777564,343.6515843,-10.83592665
2359,other_fish,,354.86,51.39966972,334.8973733,-105.4791198
2361,other_fish,,394.93,-95.30793759,362.5184711,124.3716257
2362,other_fish,,487.48,-8.545599178,485.7094349,-40.62265542
2362,other_fish,,362.27,108.3814866,326.6836936,113.0226309
2362,other_fish,,301.9,108.1848693,265.9693372,93.26539516
2370,other_fish,,449.34,96.61620635,437.6462537,32.27982501
2371,other_fish,,355.91,-9.116199512,343.9699676,-90.97649197
2376,other_fish,,322.62,-94.04660575,296.637329,-85.10672818
2376,other_fish,,348.87,-99.25956811,333.3284227,-27.38257178
2376,other_fish,,446.49,179.2917726,396.2291627,101.0514628
2376,other_fish,,443.65,22.15287067,431.5827507,100.3622763
2377,other_fish,,659.81,-3.332631231,659.7456834,8.768527131
2378,other_fish,,344.08,77.99148891,326.2845736,-76.44905612
2379,other_fish,,465.12,120.0341398,448.9494726,19.40761818
2379,other_fish,,356.56,-24.02645855,354.5278094,29.50368804
2379,other_fish,,417.22,-51.85143547,409.3506261,61.77416742
2381,other_fish,,258.68,-56.69002807,252.239577,-8.624360434
2381,other_fish,,409.32,-75.27268043,399.6704248,46.28333805
2381,other_fish,,354.21,-17.83754666,347.3966407,66.80350674
2381,other_fish,,337.87,-86.55160124,326.4884765,-8.525754724
2381,other_fish,,334.1,103.9307531,316.7635935,-21.95960534
2382,other_fish,,297.8,-30.18669873,293.242139,42.22745216
2383,herring,25.35,375.41,60.22763662,369.7232732,-25.00286513
2383,other_fish,,293.95,77.70410496,279.8639045,45.21951127
2383,other_fish,,393.4,83.12498751,378.2920234,68.88421293
2384,other_fish,,278.55,-108.057746,255.5972899,24.13453347
2384,other_fish,,427.9,44.97730875,406.7416444,-125.062051
2384,Adult_pollock,,183.53,77.76977495,159.9111281,-45.4371187
2385,other_fish,,436.12,62.02443455,430.5035468,31.93643801
2385,other_fish,,313.32,-93.33588765,298.0978523,24.41937938
2385,other_fish,,315.44,-26.11436645,296.185279,-105.3421335
2386,other_fish,,477.88,134.1960077,458.1048392,-22.30971892
2388,other_fish,,243.07,35.54688875,230.0737489,69.89891427
2389,other_fish,,363.53,63.44799312,345.8539309,92.25600967
2389,other_fish,,351.17,-41.48271534,340.2929239,76.15989564
2391,other_fish,,349.41,38.76847154,343.5147915,-50.78525045
2392,other_fish,,327.53,5.596793425,321.1293646,64.17878112
2395,other_fish,,489.91,48.50606177,484.2203983,56.46792439
2395,other_fish,,351.94,-63.83640208,346.068027,4.918313385
2395,other_fish,,339.7,-121.3098638,305.246486,86.63978629
2395,other_fish,,368.01,-26.23495966,367.0228727,5.973856692
2397,other_fish,,390.25,153.3582454,356.4063958,41.87160003
2397,other_fish,,460.42,3.353307548,452.9924194,82.2780977
2398,other_fish,,401.69,99.12069521,368.2929351,126.053348
2400,other_fish,,440.8,102.185936,426.0136545,-48.77541705
2403,other_fish,,292.22,-63.22012201,269.2257551,94.40008851
2405,other_fish,,471.17,-159.8616714,425.0134571,125.730149
2406,other_fish,,348.82,-80.59390783,332.0308983,-70.23068896
2407,other_fish,,502.6,166.783303,473.8749053,-15.31500389
2407,other_fish,,358.62,72.93455331,350.2507387,24.72606329
2410,other_fish,,508.57,-89.05564904,499.9694605,27.16686281
2410,other_fish,,267.44,-67.71720001,243.7163294,86.83700016
2410,other_fish,,382.56,9.312271428,372.9968409,-84.48812441
2412,other_fish,,505.44,221.9639645,454.0259229,-7.726898628
2412,other_fish,,351.26,-32.36722277,348.7864441,-26.20200674
2414,other_fish,,477.81,-33.77802133,464.7422847,105.725593
2416,other_fish,,433.74,-41.72430901,425.9910596,70.15746207
2416,other_fish,,580.27,66.30473059,568.9603104,92.74158425
2417,other_fish,,541.93,-7.487381746,539.3113909,52.67128469
2417,other_fish,,336.23,-101.3648017,311.0746627,-77.50193457
2418,other_fish,,197.56,14.89859877,185.4045928,66.59342808
2420,other_fish,,209.92,-50.29430628,201.2213743,-32.3296938
2420,other_fish,,299.71,120.536839,267.9737653,59.03909674
2422,other_fish,,675.32,89.74295905,631.6940833,221.2939546
2422,other_fish,,335.95,-7.132458294,332.7620819,45.62302922
2422,other_fish,,392.55,-63.84663566,374.1259331,100.2527327
2422,other_fish,,450.04,119.4359961,420.3159708,107.7380599
2422,other_fish,,490.79,79.6203515,466.0540675,131.6308673
2423,jellyfish,,68.64,28.76891472,60.22372828,-16.01581409
2423,other_fish,,483.74,-49.31153747,473.2572923,87.15477739
2423,other_fish,,393.52,85.54448338,383.1559333,27.0638439
2423,other_fish,,608.48,-4.94576766,581.8070912,178.1214726
2423,other_fish,,590.36,-99.27878676,551.5400302,185.6720393
2423,other_fish,,336.73,-135.5149269,307.7417259,17.8093012
2423,other_fish,,426.88,-154.7436284,395.531825,-42.82416651
2424,other_fish,,365.54,-57.81364975,357.425533,-50.25799424
2424,other_fish,,351.22,-67.58929386,342.9240976,34.54866341
2425,other_fish,,328.55,141.7259239,284.9930046,81.48464908
2425,other_fish,,394.58,162.8567789,340.5269479,114.9388173
2425,other_fish,,320.96,90.10704433,-289.8576821,-104.2904879
2425,other_fish,,515.51,-158.2149916,483.8114819,-81.49875688
2426,other_fish,,350.31,-122.8074071,325.4087233,41.80699561
2426,other_fish,,456.23,-88.36073302,439.4217222,85.13009241
2426,other_fish,,544.84,-137.0625429,504.1589287,154.5564569
2426,other_fish,,340.81,-32.02057622,330.8473409,75.28422311
2426,other_fish,,190.32,77.297143,164.3665305,56.85346708
2426,other_fish,,603.48,73.11182318,575.7370502,165.449443
2426,other_fish,,347.11,147.7544225,310.2032824,49.25827825
2426,other_fish,,642.9,-74.45914524,638.5451227,-6.424000785
2426,other_fish,,455.26,22.00171058,450.5139625,61.79878543
2426,other_fish,,467.61,74.34798105,459.8315351,41.03424803
2427,other_fish,,748.24,281.1983056,692.2732017,39.25914745
2427,other_fish,,367.23,-8.176821398,360.1473759,71.29072136
2427,other_fish,,436.35,-33.94853008,421.7048508,106.8231302
2427,other_fish,,417.94,-40.77239669,411.2518864,62.31161201
2427,other_fish,,578.59,-66.05415677,547.2354419,175.8861351
2427,other_fish,,396.27,38.73559174,391.6083158,46.64559768
2427,other_fish,,674.56,90.67412864,663.75358,78.97716472
2427,other_fish,,654.32,172.0790199,617.1392284,132.8934258
2427,other_fish,,437.04,-13.49503892,436.8339157,0.593739656
2427,other_fish,,504.79,98.90832805,474.1086278,142.2912035
2428,other_fish,,638.26,-35.56850702,600.6042944,213.0440733
2428,other_fish,,323.19,-94.37562776,291.9219716,101.6065733
2428,other_fish,,448.49,-21.93054747,435.9460397,103.0090165
2428,other_fish,,479.18,-6.000301546,473.7832731,71.48971512
2428,other_fish,,517.74,14.80330315,516.364379,34.63756061
2428,other_fish,,478.14,163.8381735,444.7061779,63.33583009
2428,other_fish,,611.75,164.5507134,584.5014669,74.32600091
2428,other_fish,,330.13,83.91631416,316.7133241,-40.42368675
2428,other_fish,,390.04,-106.0895505,366.9055733,-79.08251712
2428,other_fish,,511.24,178.3698664,455.2148331,149.4299888
2429,other_fish,,377.06,0.485822175,361.3216599,-107.8152913
2429,other_fish,,458.34,15.25245731,450.8453364,-81.14236761
2429,other_fish,,446.78,31.11198423,443.0088915,-48.87535239
2429,other_fish,,332.78,12.93185601,332.4698214,-6.156912304
2429,other_fish,,408.9,-95.24154023,395.0710292,45.26843147
2429,other_fish,,455.4,-72.19401073,438.4251843,99.80286854
2429,other_fish,,758.52,-139.1988041,723.5320679,180.2137545
2429,other_fish,,557.66,44.69491513,549.1656022,86.03088929
2429,other_fish,,574.77,75.70844686,558.5532698,112.4408215
2429,other_fish,,672.96,92.23020883,647.6084224,158.037281
